//Level,作成物,作成物ID,個数,アイテム１,数,アイテム２,数,…,0 *ゼニーは-1,金額	
1,上段1,,,
2,[衣装] 花魁メイク,31615,1,7720,1
2,[衣装] 怪魚のエラ,31785,1,7720,1
2,[衣装] 懐中時計の髪飾り,20379,1,7720,1
2,[衣装] 眼帯,31487,1,7720,1
2,[衣装] 祈紡ノ桜,20047,1,7720,1
2,[衣装] 紀州犬,31600,1,7720,1
2,[衣装] 貴族の仮面,31609,1,7720,1
2,[衣装] 金の音色(中段),31550,1,7720,1
2,[衣装] 血塗られた邪眼封じの包帯,31122,1,7720,1
2,[衣装] 月の眼帯,19289,1,7720,1
2,[衣装] 肩乗りサベージベベ,31787,1,7720,1
2,[衣装] 肩乗りポリン,31688,1,7720,1
2,[衣装] 肩乗りルナティック,31813,1,7720,1
2,[衣装] 古代妖精の耳,20144,1,7720,1
2,[衣装] 狐,31614,1,7720,1
2,[衣装] 皇竜の天翼,31692,1,7720,1
2,[衣装] 紅焔の爆裂波動,31089,1,7720,1
2,[衣装] 高級サングラス,19886,1,7720,1
2,[衣装] 黒縁メガネ,19722,1,7720,1
2,[衣装] 黒紅色のリボン,31302,1,7720,1
1,中段4,,,
2,[衣装] 黒猫,31186,1,7720,1
2,[衣装] 三零七式スキュート,20321,1,7720,1
2,[衣装] 子デザートウルフ,31686,1,7720,1
2,[衣装] 思念のオーラ(中段),31236,1,7720,1
2,[衣装] 死神,20798,1,7720,1
2,[衣装] 七輪,31203,1,7720,1
2,[衣装] 柴犬,19291,1,7720,1
2,[衣装] 瞬くカクテルブルーアイ,31847,1,7720,1
2,[衣装] 瞬く細い目,31398,1,7720,1
2,[衣装] 瞬く赤い目,31716,1,7720,1
2,[衣装] 瞬く目,31301,1,7720,1
2,[衣装] 初恋ほっぺ,31047,1,7720,1
2,[衣装] 女神の仮面,20146,1,7720,1
2,[衣装] 勝利の翼(中段),31553,1,7720,1
2,[衣装] 小型偵察機,31463,1,7720,1
2,[衣装] 新春の輝き,20439,1,7720,1
2,[衣装] 真理の目隠し,19644,1,7720,1
2,[衣装] 青薔薇の眼帯,31449,1,7720,1
2,[衣装] 赤いメガネ,19609,1,7720,1
2,[衣装] 雪狐,31620,1,7720,1
2,[衣装] 太極の耳飾り,19755,1,7720,1
2,[衣装] 大きいリボンマフラー(中段),31235,1,7720,1
2,[衣装] 大好きオーラ,31538,1,7720,1
2,[衣装] 大好きほっぺ,20255,1,7720,1
2,[衣装] 茶トラ猫,31491,1,7720,1
2,[衣装] 天使の羽耳,19781,1,7720,1
2,[衣装] 天馬の羽耳,20005,1,7720,1
2,[衣装] 桃の花のかんざし,31234,1,7720,1
2,[衣装] 二四式ボルト,19906,1,7720,1
2,[衣装] 虹色のヴェール(中段),31764,1,7720,1
2,[衣装] 猫目,19912,1,7720,1
2,[衣装] 白ウサギ,31299,1,7720,1
2,[衣装] 白猫,31452,1,7720,1
2,[衣装] 八式煉獄の翼,31561,1,7720,1
2,[衣装] 飛び跳ねた毛(黄)(中段),31275,1,7720,1
2,[衣装] 飛び跳ねた毛(紅)(中段),31279,1,7720,1
2,[衣装] 飛び跳ねた毛(黒)(中段),31277,1,7720,1
2,[衣装] 飛び跳ねた毛(紫)(中段),31280,1,7720,1
2,[衣装] 飛び跳ねた毛(青)(中段),31273,1,7720,1
2,[衣装] 飛び跳ねた毛(赤)(中段),31274,1,7720,1
1,中段5,,,
2,[衣装] 飛び跳ねた毛(白)(中段),31278,1,7720,1
2,[衣装] 飛び跳ねた毛(緑)(中段),31276,1,7720,1
2,[衣装] 鼻眼鏡,31823,1,7720,1
2,[衣装] 付け耳,31384,1,7720,1
2,[衣装] 浮遊する太極玉,31568,1,7720,1
2,[衣装] 壁,31403,1,7720,1
2,[衣装] 片目眼鏡,19887,1,7720,1
2,[衣装] 保護する者の翼,19752,1,7720,1
2,[衣装] 魔神モロクの忠実な下僕,20430,1,7720,1
2,[衣装] 妖精の羽根飾り,31472,1,7720,1
2,[衣装] 妖精の耳,19551,1,7720,1
2,[衣装] 妖魔の眼,31375,1,7720,1
2,[衣装] 羊の角,31567,1,7720,1
2,[衣装] 竜騎士の眼帯,31830,1,7720,1
2,[衣装] 錬金術師のスクエアバッグ,31687,1,7720,1
2,[衣装] 六六六式魔族の耳,31310,1,7720,1
2,[衣装] 熾天使の花冠,31416,1,7720,1
2,[衣装] 鴉天狗の面,20399,1,7720,1
1,下段1,,,
2,[衣装] あったか黒猫マフラー,31533,1,7720,1
2,[衣装] あったか猫マフラー,31300,1,7720,1
2,[衣装] アナライズアイ,20315,1,7720,1
2,[衣装] イクトゥスのロザリオ,20400,1,7720,1
2,[衣装] インビジブルマスク,19604,1,7720,1
2,[衣装] ヴァジュラ,31393,1,7720,1
2,[衣装] エアリーツーサイドアップ(シルバー),31857,1,7720,1
2,[衣装] エアリーツーサイドアップ(ブロンド),31856,1,7720,1
2,[衣装] エキゾチックボブL(黄),31875,1,7720,1
2,[衣装] エキゾチックボブL(水色),31874,1,7720,1
2,[衣装] エキゾチックボブL(白),31876,1,7720,1
2,[衣装] エキゾチックボブL(薄紫),31877,1,7720,1
2,[衣装] エキゾチックボブR(漆黒),31880,1,7720,1
2,[衣装] エキゾチックボブR(青緑),31879,1,7720,1
2,[衣装] エキゾチックボブR(茶),31881,1,7720,1
2,[衣装] エキゾチックボブR(桃),31878,1,7720,1
2,[衣装] エクスプロージョンガム,31374,1,7720,1
2,[衣装] エレクトロツーサイドアップ,31575,1,7720,1
2,[衣装] エレノアのウィッグ(下段),31478,1,7720,1
2,[衣装] エレメス=ガイルのスカーフ,20405,1,7720,1
2,[衣装] エレメス=ガイルのスカーフ(黒),31057,1,7720,1
2,[衣装] エレメス=ガイルのスカーフ(青),31545,1,7720,1
2,[衣装] オープンエアヘッドフォン,31569,1,7720,1
2,[衣装] おさげ赤ずきん,31698,1,7720,1
2,[衣装] おだんごヘア(黄),31065,1,7720,1
2,[衣装] おだんごヘア(紅),31069,1,7720,1
2,[衣装] おだんごヘア(黒),31067,1,7720,1
2,[衣装] おだんごヘア(紫),31070,1,7720,1
2,[衣装] おだんごヘア(青),31063,1,7720,1
2,[衣装] おだんごヘア(赤),31064,1,7720,1
2,[衣装] おだんごヘア(白),31068,1,7720,1
2,[衣装] おだんごヘア(緑),31066,1,7720,1
2,[衣装] おもちゃの注射器,31446,1,7720,1
2,[衣装] グラストヘイムの傍観者,31377,1,7720,1
2,[衣装] くるりんぱヘア,31684,1,7720,1
2,[衣装] くわえたえんぴつ（赤）,31594,1,7720,1
2,[衣装] くわえたソーダ,31261,1,7720,1
2,[衣装] くわえたネギ,31418,1,7720,1
2,[衣装] くわえたハートのエース,31762,1,7720,1
2,[衣装] くわえたハンカチ,31726,1,7720,1
1,下段2,,,
2,[衣装] コウモリのストール,31121,1,7720,1
2,[衣装] サイドテール(黄),31647,1,7720,1
2,[衣装] サイドテール(紅),31651,1,7720,1
2,[衣装] サイドテール(黒),31649,1,7720,1
2,[衣装] サイドテール(紫),31652,1,7720,1
2,[衣装] サイドテール(青),31645,1,7720,1
2,[衣装] サイドテール(赤),31646,1,7720,1
2,[衣装] サイドテール(白),31650,1,7720,1
2,[衣装] サイドテール(緑),31648,1,7720,1
2,[衣装] サイドピッグテール(黄),31212,1,7720,1
2,[衣装] サイドピッグテール(紅),31216,1,7720,1
2,[衣装] サイドピッグテール(黒),31214,1,7720,1
2,[衣装] サイドピッグテール(紫),31217,1,7720,1
2,[衣装] サイドピッグテール(青),31210,1,7720,1
2,[衣装] サイドピッグテール(赤),31211,1,7720,1
2,[衣装] サイドピッグテール(白),31215,1,7720,1
2,[衣装] サイドピッグテール(緑),31213,1,7720,1
2,[衣装] サバイバルオーブ,31386,1,7720,1
2,[衣装] サンタポリンバルーン,20418,1,7720,1
2,[衣装] シーズーロング,31797,1,7720,1
2,[衣装] ジェントルマーリンバルーン,31426,1,7720,1
2,[衣装] ストレートポニー(黄),20357,1,7720,1
2,[衣装] ストレートポニー(紅),20361,1,7720,1
2,[衣装] ストレートポニー(黒),20340,1,7720,1
2,[衣装] ストレートポニー(紫),20359,1,7720,1
2,[衣装] ストレートポニー(青),20362,1,7720,1
2,[衣装] ストレートポニー(赤),20360,1,7720,1
2,[衣装] ストレートポニー(白),20363,1,7720,1
2,[衣装] ストレートポニー(緑),20358,1,7720,1
2,[衣装] ストレートロング(黄),31208,1,7720,1
2,[衣装] ストレートロング(金),31639,1,7720,1
2,[衣装] ストレートロング(紅),31643,1,7720,1
2,[衣装] ストレートロング(黒),31474,1,7720,1
2,[衣装] ストレートロング(紫),31644,1,7720,1
2,[衣装] ストレートロング(漆黒),31641,1,7720,1
2,[衣装] ストレートロング(青),31637,1,7720,1
2,[衣装] ストレートロング(赤),31638,1,7720,1
1,下段3,,,
2,[衣装] ストレートロング(白),31209,1,7720,1
2,[衣装] ストレートロング(薄紫),31642,1,7720,1
2,[衣装] ストレートロング(緑),31640,1,7720,1
2,[衣装] たこバルーン,31425,1,7720,1
2,[衣装] チューインガム,19952,1,7720,1
2,[衣装] ツインキャノン,31671,1,7720,1
2,[衣装] ディアボリックラペル,31381,1,7720,1
2,[衣装] ディスガイズの外套,31831,1,7720,1
2,[衣装] デザイナーの筆,31590,1,7720,1
2,[衣装] ドワーフのひげ,31087,1,7720,1
2,[衣装] ネコミミケープ,20462,1,7720,1
2,[衣装] ネコミミショート,31510,1,7720,1
2,[衣装] ネコミミロング,31511,1,7720,1
2,[衣装] ネコリンバルーン,20428,1,7720,1
2,[衣装] ハートベアバルーン,31732,1,7720,1
2,[衣装] パイプタバコ,20091,1,7720,1
2,[衣装] バックシニョン(黄),31655,1,7720,1
2,[衣装] バックシニョン(紅),31659,1,7720,1
2,[衣装] バックシニョン(黒),31657,1,7720,1
2,[衣装] バックシニョン(紫),31660,1,7720,1
2,[衣装] バックシニョン(青),31653,1,7720,1
2,[衣装] バックシニョン(赤),31654,1,7720,1
2,[衣装] バックシニョン(白),31658,1,7720,1
2,[衣装] バックシニョン(緑),31656,1,7720,1
2,[衣装] ハッピーバルーン,20344,1,7720,1
2,[衣装] はなのワルツ,20487,1,7720,1
2,[衣装] バフォメットバルーン,31630,1,7720,1
2,[衣装] ハロウィンネコショート,31833,1,7720,1
2,[衣装] ハロウィンネコロング,31834,1,7720,1
2,[衣装] パンダバルーン,31428,1,7720,1
2,[衣装] ピアメットの赤い蝶ネクタイ,31152,1,7720,1
2,[衣装] ピアメットの蝶ネクタイ,20429,1,7720,1
2,[衣装] ピアメットロールヘア,31544,1,7720,1
2,[衣装] ピアメットロールヘア(シルバー),31788,1,7720,1
2,[衣装] フェアリーロング(シルバー),31636,1,7720,1
2,[衣装] フェアリーロング(ブロンド),31635,1,7720,1
2,[衣装] ぶたさんマスク,31791,1,7720,1
2,[衣装] ブックオブマジック,31395,1,7720,1
1,下段4,,,
2,[衣装] ブラウンネコミミケープ,31492,1,7720,1
2,[衣装] ブランネージュプランス,31905,1,7720,1
2,[衣装] フリルのつけ襟,31916,1,7720,1
2,[衣装] プロテクトクロース,31625,1,7720,1
2,[衣装] ふんわりセミロング,31685,1,7720,1
2,[衣装] ポポリンバルーン,20419,1,7720,1
2,[衣装] ポポリンマフラー,31586,1,7720,1
2,[衣装] ボリュームローツイン,31383,1,7720,1
2,[衣装] ボリュームローツイン(桜),31730,1,7720,1
2,[衣装] ボリュームローツイン(白),31493,1,7720,1
2,[衣装] ポリンシャボンパイプ,31055,1,7720,1
2,[衣装] ポリンマフラー,31490,1,7720,1
2,[衣装] ポリン信号機,31404,1,7720,1
2,[衣装] ほろよい,31473,1,7720,1
2,[衣装] マーメイドウィッグ,31672,1,7720,1
2,[衣装] マスク,19634,1,7720,1
2,[衣装] ミディアムウェーブ,31599,1,7720,1
2,[衣装] ミディアムウェーブ(ブロンド),31717,1,7720,1
2,[衣装] ミラクルプラント,31729,1,7720,1
2,[衣装] もこもこエンジェルケープ,31438,1,7720,1
2,[衣装] ゆるウェーブツイン(黄),20364,1,7720,1
2,[衣装] ゆるウェーブツイン(紅),20368,1,7720,1
2,[衣装] ゆるウェーブツイン(黒),20342,1,7720,1
2,[衣装] ゆるウェーブツイン(紫),20366,1,7720,1
2,[衣装] ゆるウェーブツイン(青),20369,1,7720,1
2,[衣装] ゆるウェーブツイン(赤),20367,1,7720,1
2,[衣装] ゆるウェーブツイン(白),20370,1,7720,1
2,[衣装] ゆるウェーブツイン(緑),20365,1,7720,1
2,[衣装] ラビットツーサイドアップ,31817,1,7720,1
2,[衣装] ラブリーリボンヘアー,31846,1,7720,1
2,[衣装] リトルアクアリウム(下段),31549,1,7720,1
2,[衣装] ルナティックマフラー,31482,1,7720,1
2,[衣装] レインボースカーフ,19947,1,7720,1
2,[衣装] レディポリンバルーン,31427,1,7720,1
2,[衣装] ローポニー(黄),31220,1,7720,1
1,下段5,,,
2,[衣装] ローポニー(紅),31224,1,7720,1
2,[衣装] ローポニー(黒),31222,1,7720,1
2,[衣装] ローポニー(紫),31225,1,7720,1
2,[衣装] ローポニー(青),31218,1,7720,1
2,[衣装] ローポニー(赤),31219,1,7720,1
2,[衣装] ローポニー(白),31223,1,7720,1
2,[衣装] ローポニー(緑),31221,1,7720,1
2,[衣装] ロールツイン(黄),31073,1,7720,1
2,[衣装] ロールツイン(紅),31077,1,7720,1
2,[衣装] ロールツイン(黒),31075,1,7720,1
2,[衣装] ロールツイン(紫),31078,1,7720,1
2,[衣装] ロールツイン(青),31071,1,7720,1
2,[衣装] ロールツイン(赤),31072,1,7720,1
2,[衣装] ロールツイン(白),31076,1,7720,1
2,[衣装] ロールツイン(緑),31074,1,7720,1
2,[衣装] ロキのアサシンマスク,5983,1,7720,1
2,[衣装] ロリータツーサイドアップ,31450,1,7720,1
2,[衣装] ロングツイン(黄),31228,1,7720,1
2,[衣装] ロングツイン(紅),31232,1,7720,1
2,[衣装] ロングツイン(黒),31230,1,7720,1
2,[衣装] ロングツイン(紫),31233,1,7720,1
2,[衣装] ロングツイン(青),31226,1,7720,1
2,[衣装] ロングツイン(赤),31227,1,7720,1
2,[衣装] ロングツイン(白),31231,1,7720,1
2,[衣装] ロングツイン(緑),31229,1,7720,1
2,[衣装] ロングポニー(黄),31081,1,7720,1
2,[衣装] ロングポニー(紅),31085,1,7720,1
2,[衣装] ロングポニー(黒),31083,1,7720,1
2,[衣装] ロングポニー(紫),31086,1,7720,1
2,[衣装] ロングポニー(青),31079,1,7720,1
2,[衣装] ロングポニー(赤),31080,1,7720,1
2,[衣装] ロングポニー(白),31084,1,7720,1
2,[衣装] ロングポニー(緑),31082,1,7720,1
2,[衣装] 愛しさの欠片,20022,1,7720,1
2,[衣装] 悪魔の舌,31825,1,7720,1
2,[衣装] 黄色いスカーフ,31593,1,7720,1
2,[衣装] 雅人形ロングヘア,31670,1,7720,1
2,[衣装] 巨大樹の若葉,31695,1,7720,1
1,下段6,,,
2,[衣装] 禁呪の巻物,19805,1,7720,1
2,[衣装] 金の音色,20440,1,7720,1
2,[衣装] 携帯式追撃システム,31572,1,7720,1
2,[衣装] 月の使者の羽衣,31816,1,7720,1
2,[衣装] 口笛,20492,1,7720,1
2,[衣装] 紅の扇,20156,1,7720,1
2,[衣装] 紅桜,20043,1,7720,1
2,[衣装] 黒縁メガネ(下段),31551,1,7720,1
2,[衣装] 黒蛇王のストール,31611,1,7720,1
2,[衣装] 黒鳳蝶のはためき,31316,1,7720,1
2,[衣装] 酸素マスク,31712,1,7720,1
2,[衣装] 主天使のストール,31566,1,7720,1
2,[衣装] 守護騎士の首飾り,31559,1,7720,1
2,[衣装] 水の使い手,20448,1,7720,1
2,[衣装] 瑞々しいだいだい,31676,1,7720,1
2,[衣装] 赤いネコミミケープ,31189,1,7720,1
2,[衣装] 雪の贈り物,20240,1,7720,1
2,[衣装] 大きいリボンマフラー,20239,1,7720,1
2,[衣装] 大きいリボンマフラー(黒),31453,1,7720,1
2,[衣装] 大きいリボンマフラー(赤),20441,1,7720,1
2,[衣装] 大好きほっぺ(下段),31548,1,7720,1
2,[衣装] 大統領のひげ,20015,1,7720,1
2,[衣装] 天狗の巻物,31470,1,7720,1
2,[衣装] 猫じゃらし,20192,1,7720,1
2,[衣装] 猫の口,31251,1,7720,1
2,[衣装] 八卦の封呪,31735,1,7720,1
2,[衣装] 飛び跳ねた毛(黄),20350,1,7720,1
2,[衣装] 飛び跳ねた毛(紅),20354,1,7720,1
2,[衣装] 飛び跳ねた毛(黒),20341,1,7720,1
2,[衣装] 飛び跳ねた毛(紫),20352,1,7720,1
1,下段7,,,
2,[衣装] 飛び跳ねた毛(青),20355,1,7720,1
2,[衣装] 飛び跳ねた毛(赤),20353,1,7720,1
2,[衣装] 飛び跳ねた毛(白),20356,1,7720,1
2,[衣装] 飛び跳ねた毛(緑),20351,1,7720,1
2,[衣装] 不思議なハト,31691,1,7720,1
2,[衣装] 浮遊する氷,31432,1,7720,1
2,[衣装] 舞い降る虹色の天使の羽,20457,1,7720,1
2,[衣装] 舞い散る桜,20285,1,7720,1
2,[衣装] 舞い落ちる紅葉,20154,1,7720,1
2,[衣装] 保護する者の黒い翼(下段),31289,1,7720,1
2,[衣装] 保護する者の翼(下段),31264,1,7720,1
2,[衣装] 暴徒のスカーフ,31844,1,7720,1
2,[衣装] 夢見る羊,31616,1,7720,1
2,[衣装] 冷たい空気,19992,1,7720,1
2,[衣装] 熾天使の羽毛,31793,1,7720,1
1,肩にかける物1,,,
2,[衣装] イーブルの大鎌,20597,1,7720,1
2,[衣装] イビルドルイドの十字架,20590,1,7720,1
2,[衣装] ウィスパーの祝福,20547,1,7720,1
2,[衣装] でっかリボマント,20594,1,7720,1
2,[衣装] ニブルブルーム,20588,1,7720,1
2,[衣装] にゃんフォーク,20576,1,7720,1
2,[衣装] はじけるポリンオーラ,20548,1,7720,1
2,[衣装] 紅焔の爆裂波動(肩にかける物),20532,1,7720,1
2,[衣装] 大きな白猫,20534,1,7720,1
2,[衣装] 冒険者のリュック,20512,1,7720,1
2,[衣装] 魔剣士タナトスの剣,20514,1,7720,1
2,[衣装] 満開の桜,20519,1,7720,1
